Id,Probabilidad
1,0.0006890291305085063
2,0.0008249003558853441
3,0.0004926904333118951
4,0.0022337213477166217
5,0.014451945646621993
6,0.0014265114917784837
7,0.0003273545335788661
8,0.00104331291803169
9,0.00091392893792803
10,0.008253173593075898
11,0.022973645991422306
12,0.0003273545335788661
13,0.00034473317277038297
14,0.0007678713957646722
15,0.000626998632104736
16,0.0006670486678067105
17,0.00046490463942009416
18,0.00043122698580523193
19,0.000400276005996264
20,0.00041080591803421444
21,0.002008058761571061
22,0.0004004000974808295
23,0.0009532097573415454
24,0.00034473317277038297
25,0.00044147060889280934
26,0.0003273545335788661
27,0.0003273545335788661
28,0.0059941386070696805
29,0.0004115157281916083
30,0.017906468251694337
31,0.01645292732953894
32,0.0005584774648395304
33,0.00836222181718516
34,0.0007291771328261003
35,0.0003273545335788661
36,0.001654394796303425
37,0.00019657549367141364
38,0.00039077177244687295
39,0.0004678564848045681
40,0.024744234048073594
41,0.0004115157281916083
42,0.0004678564848045681
43,0.0005850307964487036
44,0.00035712344577120406
45,0.0003273545335788661
46,0.00043122698580523193
47,0.02511250698620698
48,0.00020701275624968832
49,0.0008927134482209324
50,0.00039077177244687295
51,0.0005423493927958675
52,0.000545172451307942
53,0.0003017219165409821
54,0.0006475070710950279
55,0.04612489326157425
56,0.0010491454220038718
57,0.0006078728434822332
58,0.0003273545335788661
59,0.0005446632540776204
60,0.0005722355675748079
61,0.00039077177244687295
62,0.00039077177244687295
63,0.7111424815822079
64,0.0004547932592833332
65,0.00034473317277038297
66,0.0002705709842137186
67,0.0005584774648395304
68,0.0004115157281916083
69,0.0005861507209933348
70,0.0002705709842137186
71,0.00034473317277038297
72,0.00019657549367141364
73,0.00039654565824671944
74,0.000610412610365986
75,0.0002958787948404742
76,0.0003273545335788661
77,0.0004678564848045681
78,0.0006384136811733648
79,0.0007668551906071875
80,0.00019657549367141364
81,0.0006246835358217338
82,0.00018118132194642925
83,0.002282564556413491
84,0.0006247024716320742
85,0.0020082839887042786
86,0.0017495544633057626
87,0.0005722355675748079
88,0.00039077177244687295
89,0.041195203479293147
90,0.0009147753540892159
91,1.0
92,0.0003273545335788661
93,0.00034473317277038297
94,0.00043122698580523193
95,0.0003067083732814801
96,0.19472729532373761
97,0.00019657549367141364
98,0.00020701275624968832
99,0.0033709502616588245
100,0.0015261709666085732
101,0.0033012379133745638
102,0.0024333489805237556
103,0.0004678564848045681
104,0.001275602747193495
105,0.005714105984623958
106,0.00034473317277038297
107,0.0003273545335788661
108,0.0025877448256125986
109,0.0007007473117460024
110,0.00034473317277038297
111,0.0009357387866264472
112,0.014748751710981101
113,0.0007091166327836984
114,0.0003273545335788661
115,0.00034473317277038297
116,0.0003273545335788661
117,0.00043122698580523193
118,0.0011964043240507455
119,0.0006078728434822332
120,0.007934650315388113
121,0.00025693003771610573
122,0.0003273545335788661
123,0.008158173043869569
124,0.0013681400387831168
125,0.9999800750191407
126,0.00019657549367141364
127,0.0004115157281916083
128,0.0006623298491003326
129,0.0008866607704366434
130,0.0011984067630173686
131,0.00039077177244687295
132,0.00133708108204497
133,0.0004484947818283375
134,0.23017627578697725
135,0.0003017219165409821
136,0.0005772365048959102
137,0.0007668551906071875
138,0.8345702240049657
139,0.00039077177244687295
140,0.00038671062363229664
141,0.0003273545335788661
142,0.00034473317277038297
143,0.00039077177244687295
144,0.0011077304120240413
145,0.010633913924417688
146,0.0002705709842137186
147,0.0005772365048959102
148,0.00034473317277038297
149,0.0004115157281916083
150,0.000626998632104736
151,0.001985977141152579
152,0.0006026066456850792
153,0.031075478606193852
154,0.0008757954362845723
155,0.0013058622341546638
156,0.0001739188526849102
157,0.0880389598870999
158,0.000626998632104736
159,0.0006721020306897153
160,0.0003273545335788661
161,0.0003273545335788661
162,0.0012772346507559779
163,0.00039077177244687295
164,0.0007610549330774697
165,0.005310586444008818
166,0.0012673506717246282
167,0.0003273545335788661
168,0.00034473317277038297
169,0.002940550370687411
170,0.0002958787948404742
171,0.0004678564848045681
172,0.0013681400387831168
173,0.00026363758286448405
174,0.00091392893792803
175,0.001056941502474214
176,0.0008560800330168704
177,0.0007016303260015666
178,0.0014135879381104225
179,0.0005772365048959102
180,0.00043122698580523193
181,0.0018573731182402531
182,0.9969922348418584
183,0.00034473317277038297
184,0.00046490463942009416
185,0.00034473317277038297
186,0.028112428456974696
187,0.00039077177244687295
188,0.0005446632540776204
189,0.0010448206349951388
190,0.000556179968555515
191,0.001870647963645251
192,0.00020701275624968832
193,0.9982428065532245
194,0.00046490463942009416
195,0.00036017522805705524
196,0.018534036247990576
197,0.0007741241117230053
198,0.00025693003771610573
199,0.00039077177244687295
200,0.0004926904333118951
201,0.00039077177244687295
202,0.0012927318401477427
203,0.0002958787948404742
204,0.0003273545335788661
205,0.9208925317105465
206,0.9995645289210893
207,0.0005772365048959102
208,0.001041644501349896
209,0.00044147060889280934
210,0.0010623755702617356
211,0.0003142660900358928
212,0.000700339950628624
213,9.897479023537523e-05
214,0.004436560721618268
215,0.00036268977653077574
216,0.2678421671429836
217,0.0009986232918281074
218,0.002913076195650854
219,0.00042165495322551717
220,0.0007618326305912803
221,0.0022840002671333254
222,0.00020701275624968832
223,0.004469921127074687
224,0.0008215817752301265
225,0.00039077177244687295
226,0.0005997324547954226
227,0.0003996300148631045
228,0.00026363758286448405
229,0.00045307871914123814
230,0.0003273545335788661
231,0.0005462835158470293
232,0.00023681051527621986
233,0.0003273545335788661
234,0.00034473317277038297
235,0.0006078728434822332
236,0.015331218797608426
237,0.0004678564848045681
238,0.00039077177244687295
239,0.0015846608371217145
240,0.0007024483605722531
241,0.020869853720655546
242,0.0007620453750836579
243,0.0004926904333118951
244,0.0010006061303919123
245,1.0
246,0.0004115157281916083
247,0.00034473317277038297
248,0.0004115157281916083
249,0.00024299293768935374
250,0.00034473317277038297
251,0.0004954488994558739
252,0.0005772365048959102
253,0.0004115157281916083
254,0.0005772365048959102
255,0.0005772365048959102
256,0.0005371465388326252
257,0.0003650668899833423
258,0.002326492372323097
259,0.009176729841371705
260,0.00020701275624968832
261,0.018142135364224314
262,0.00034473317277038297
263,0.4874243745198512
264,0.0002503460990908414
265,0.0014386525994321427
266,0.00025693003771610573
267,0.0011605696618168457
268,0.00034473317277038297
269,0.02976122071398732
270,0.0022505633074223538
271,0.00028460298141973537
272,0.0004318686837962119
273,0.0008249003558853441
274,0.0007741241117230053
275,0.0015156327437507802
276,0.0013514149281484908
277,0.0006247024716320742
278,0.9762010695788554
279,0.009496661145449123
280,0.0003273545335788661
281,0.0004678564848045681
282,0.0004678564848045681
283,0.0002705709842137186
284,0.0004678564848045681
285,0.000661093833237283
286,0.0002705709842137186
287,0.0005772365048959102
288,0.0004004000974808295
289,0.00025693003771610573
290,0.00034473317277038297
291,0.00039077177244687295
292,0.0003273545335788661
293,0.00024638643158916547
294,0.0009785595564048063
295,0.0003650668899833423
296,0.0003650668899833423
297,0.0004926904333118951
298,0.0014933747901248338
299,0.0011714050106722612
300,0.009378527611377422
301,0.00025693003771610573
302,0.0008818530293982868
303,0.00039077177244687295
304,0.017325204018822107
305,0.0003017219165409821
306,0.00042419706988119644
307,0.0004678564848045681
308,0.0003650668899833423
309,0.023458995174401795
310,0.0006078728434822332
311,0.004439486145628822
312,0.0027279686756948762
313,0.0011819617355256333
314,0.0002958787948404742
315,0.0010459299036302942
316,0.0003273545335788661
317,0.0004997060357653467
318,0.026945980524489897
319,0.0004678564848045681
320,0.0003672166005746812
321,0.00043122698580523193
322,0.0004678564848045681
323,0.14219689726150242
324,0.0009624177342076002
325,0.0014292794013204269
326,0.0011301822701034248
327,0.00034473317277038297
328,0.0019268980757024994
329,0.00043122698580523193
330,0.005067775680569337
331,0.0007618557205841785
332,0.000280962303328391
333,0.00034473317277038297
